artist,album,price,format,qty,orderdate,store.id
The Beatles,Abbey Road,7.98,cass,2,2019-11-19,X038
Led Zeppelin,IV (untitled),7.98,cass,2,2019-11-19,X038
Bad Company,Bad Company,7.98,cass,5,2019-08-31,X002
Lynyrd Skynyrd,Second Helping,7.98,lp,4,2019-08-31,X002
Steve Miller Band,Fly Like an Eagle,8.98,cass,6,2019-08-31,X002
The Cars,The Cars,8.98,lp,5,2019-08-31,X002
Queen,Night at the Opera,7.98,cass,3,2019-08-29,X006
Van Halen,1984,9.98,cass,7,2019-08-29,X006
Van Halen,1984,9.98,cass,5,2019-08-29,X006
The Who,Who's Next,7.98,cass,6,2019-08-29,X006
Queen,Night at the Opera,7.98,cass,2,2019-08-29,X006
Van Halen,1984,9.98,lp,2,2019-08-29,X006
ZZ Top,Eliminator,9.98,lp,3,2019-11-19,X037
Eagles,Hotel California,8.98,cass,7,2019-11-19,X037
Journey,Escape,8.98,lp,4,2019-11-19,X037
Aerosmith,Toys in the Attic,7.98,cass,3,2019-11-19,X037
AC/DC,Back in Black,8.98,cass,1,2019-11-19,X037
Queen,Night at the Opera,7.98,lp,5,2019-06-27,X044
Eagles,Hotel California,8.98,lp,5,2019-06-27,X044
Foreigner,4,8.98,lp,5,2019-06-27,X044
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,2,2019-06-27,X044
Fleetwood Mac,Rumours,8.98,lp,4,2019-04-07,X004
Lynyrd Skynyrd,Second Helping,7.98,lp,3,2019-04-07,X004
AC/DC,Back in Black,8.98,lp,4,2019-04-07,X004
Rush,Moving Pictures,8.98,cass,4,2019-04-07,X004
The Rolling Stones,Sticky Fingers,7.98,lp,2,2019-08-06,X016
Queen,Night at the Opera,7.98,cass,7,2019-08-06,X016
AC/DC,Back in Black,8.98,cass,8,2019-08-06,X016
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-08-06,X016
Led Zeppelin,IV (untitled),7.98,cass,1,2019-09-12,X038
The Doors,The Doors,7.98,cass,2,2019-09-12,X038
Eagles,Hotel California,8.98,cass,5,2019-09-12,X038
The Who,Who's Next,7.98,cass,0,2019-09-12,X038
Queen,Night at the Opera,7.98,cass,5,2019-02-14,X024
Journey,Escape,8.98,cass,8,2019-02-14,X024
Led Zeppelin,IV (untitled),7.98,lp,6,2019-02-14,X024
Def Leppard,Hysteria,9.98,cass,8,2019-02-14,X024
Pink Floyd,The Wall,14.98,cass,4,2019-02-14,X024
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-11-30,X019
Queen,Night at the Opera,7.98,cass,6,2019-11-30,X019
AC/DC,Back in Black,8.98,cass,3,2019-11-30,X019
The Beatles,Abbey Road,7.98,cass,2,2019-11-30,X019
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-11-30,X019
Aerosmith,Toys in the Attic,7.98,cass,1,2019-11-30,X019
Aerosmith,Toys in the Attic,7.98,cass,8,2019-01-17,X010
The Doors,The Doors,7.98,cass,2,2019-01-17,X010
Foreigner,4,8.98,cass,2,2019-01-17,X010
U2,War,9.98,cass,6,2019-01-17,X010
Boston,Boston,8.98,lp,4,2019-01-17,X010
The Beatles,Abbey Road,7.98,cass,5,2019-01-17,X010
Queen,Night at the Opera,7.98,lp,6,2019-01-17,X010
Boston,Boston,8.98,cass,5,2019-01-17,X010
Pink Floyd,The Wall,14.98,cass,0,2019-01-17,X010
The Beatles,Abbey Road,7.98,cass,2,2019-01-17,X010
Pink Floyd,The Wall,14.98,cass,2,2019-02-12,X034
Journey,Escape,8.98,lp,2,2019-02-12,X034
Fleetwood Mac,Rumours,8.98,lp,3,2019-02-12,X034
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,2,2019-02-12,X034
Van Halen,1984,9.98,cass,4,2019-10-18,X020
Steve Miller Band,Fly Like an Eagle,8.98,cass,4,2019-10-18,X020
The Beatles,Abbey Road,7.98,lp,4,2019-10-18,X020
Rush,Moving Pictures,8.98,lp,1,2019-10-18,X020
Steve Miller Band,Fly Like an Eagle,8.98,cass,5,2019-10-18,X020
The Who,Who's Next,7.98,cass,5,2019-10-18,X020
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,4,2019-06-23,X004
Eagles,Hotel California,8.98,cass,3,2019-06-23,X004
The Cars,The Cars,8.98,cass,7,2019-06-23,X004
Van Halen,1984,9.98,lp,4,2019-06-23,X004
Rush,Moving Pictures,8.98,cass,0,2019-06-23,X004
Lynyrd Skynyrd,Second Helping,7.98,cass,3,2019-03-20,X015
ZZ Top,Eliminator,9.98,cass,6,2019-03-20,X015
Boston,Boston,8.98,cass,4,2019-03-20,X015
ZZ Top,Eliminator,9.98,lp,4,2019-03-20,X015
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-02-07,X043
Foreigner,4,8.98,cass,4,2019-02-07,X043
The Doors,The Doors,7.98,cass,3,2019-02-07,X043
U2,War,9.98,cass,9,2019-02-07,X043
Pink Floyd,The Wall,14.98,cass,4,2019-02-07,X043
Steve Miller Band,Fly Like an Eagle,8.98,cass,2,2019-08-16,X027
Bad Company,Bad Company,7.98,cass,2,2019-08-16,X027
Van Halen,1984,9.98,lp,6,2019-08-16,X027
The Beatles,Abbey Road,7.98,cass,4,2019-11-29,X016
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-11-29,X016
Fleetwood Mac,Rumours,8.98,cass,7,2019-11-29,X016
Boston,Boston,8.98,cass,2,2019-11-29,X016
Rush,Moving Pictures,8.98,cass,8,2019-11-29,X016
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-11-29,X016
Fleetwood Mac,Rumours,8.98,lp,4,2019-11-29,X016
U2,War,9.98,cass,1,2019-02-03,X027
Led Zeppelin,IV (untitled),7.98,lp,5,2019-02-03,X027
Queen,Night at the Opera,7.98,cass,5,2019-02-03,X027
Lynyrd Skynyrd,Second Helping,7.98,cass,7,2019-10-07,X043
ZZ Top,Eliminator,9.98,cass,3,2019-10-07,X043
AC/DC,Back in Black,8.98,lp,2,2019-10-07,X043
The Who,Who's Next,7.98,lp,7,2019-10-07,X043
AC/DC,Back in Black,8.98,cass,6,2019-10-07,X043
AC/DC,Back in Black,8.98,cass,12,2019-10-07,X043
Pink Floyd,The Wall,14.98,cass,7,2019-10-07,X043
Pink Floyd,The Wall,14.98,cass,4,2019-11-23,X025
Van Halen,1984,9.98,cass,7,2019-03-17,X032
Lynyrd Skynyrd,Second Helping,7.98,lp,4,2019-03-17,X032
The Beatles,Abbey Road,7.98,lp,3,2019-03-17,X032
Van Halen,1984,9.98,lp,4,2019-03-17,X032
Rush,Moving Pictures,8.98,cass,1,2019-06-02,X031
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-06-02,X031
Def Leppard,Hysteria,9.98,cass,3,2019-06-02,X031
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-06-02,X031
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-12-20,X024
Aerosmith,Toys in the Attic,7.98,lp,2,2019-12-20,X024
Led Zeppelin,IV (untitled),7.98,cass,3,2019-12-20,X024
Boston,Boston,8.98,lp,4,2019-12-20,X024
The Doors,The Doors,7.98,lp,5,2019-12-20,X024
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-12-20,X024
Lynyrd Skynyrd,Second Helping,7.98,cass,3,2019-12-20,X024
Led Zeppelin,IV (untitled),7.98,cass,4,2019-11-10,X039
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-11-10,X039
Pink Floyd,The Wall,14.98,lp,5,2019-11-10,X039
Fleetwood Mac,Rumours,8.98,cass,2,2019-11-10,X039
The Beatles,Abbey Road,7.98,cass,4,2019-11-10,X039
Van Halen,1984,9.98,lp,4,2019-11-10,X039
Rush,Moving Pictures,8.98,lp,4,2019-11-10,X039
The Doors,The Doors,7.98,cass,0,2019-04-28,X002
Eagles,Hotel California,8.98,cass,4,2019-04-28,X002
The Who,Who's Next,7.98,cass,5,2019-04-28,X002
ZZ Top,Eliminator,9.98,lp,6,2019-04-28,X002
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,5,2019-04-28,X002
Aerosmith,Toys in the Attic,7.98,cass,4,2019-04-28,X002
The Rolling Stones,Sticky Fingers,7.98,cass,6,2019-05-23,X013
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-05-23,X013
Def Leppard,Hysteria,9.98,cass,3,2019-05-23,X013
Aerosmith,Toys in the Attic,7.98,cass,4,2019-05-23,X013
The Beatles,Abbey Road,7.98,cass,2,2019-06-19,X037
The Rolling Stones,Sticky Fingers,7.98,lp,2,2019-06-19,X037
AC/DC,Back in Black,8.98,lp,5,2019-06-19,X037
The Who,Who's Next,7.98,cass,4,2019-06-19,X037
Eagles,Hotel California,8.98,cass,4,2019-06-19,X037
U2,War,9.98,cass,7,2019-12-07,X012
Queen,Night at the Opera,7.98,lp,3,2019-12-07,X012
Journey,Escape,8.98,cass,6,2019-12-07,X012
Boston,Boston,8.98,cass,3,2019-12-07,X012
U2,War,9.98,cass,6,2019-12-07,X012
Van Halen,1984,9.98,lp,6,2019-09-05,X035
Fleetwood Mac,Rumours,8.98,cass,4,2019-09-05,X035
Queen,Night at the Opera,7.98,cass,8,2019-09-05,X035
Led Zeppelin,IV (untitled),7.98,lp,3,2019-09-05,X035
Steve Miller Band,Fly Like an Eagle,8.98,cass,4,2019-09-05,X035
Led Zeppelin,IV (untitled),7.98,cass,8,2019-04-24,X001
The Cars,The Cars,8.98,lp,2,2019-04-24,X001
The Who,Who's Next,7.98,lp,1,2019-04-24,X001
Bad Company,Bad Company,7.98,cass,4,2019-04-24,X001
Led Zeppelin,IV (untitled),7.98,lp,5,2019-04-24,X001
Def Leppard,Hysteria,9.98,cass,4,2019-12-06,X031
Aerosmith,Toys in the Attic,7.98,cass,3,2019-12-06,X031
Led Zeppelin,IV (untitled),7.98,cass,6,2019-12-06,X031
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,6,2019-01-21,X016
U2,War,9.98,lp,7,2019-01-21,X016
Pink Floyd,The Wall,14.98,lp,3,2019-01-21,X016
Journey,Escape,8.98,cass,3,2019-03-24,X021
Heart,Dreamboat Annie,7.98,cass,7,2019-03-24,X021
The Who,Who's Next,7.98,cass,3,2019-03-24,X021
Boston,Boston,8.98,lp,2,2019-03-24,X021
Aerosmith,Toys in the Attic,7.98,cass,6,2019-03-24,X021
The Who,Who's Next,7.98,cass,3,2019-09-22,X031
Van Halen,1984,9.98,lp,2,2019-09-22,X031
Heart,Dreamboat Annie,7.98,cass,1,2019-09-22,X031
Led Zeppelin,IV (untitled),7.98,cass,2,2019-09-22,X031
The Doors,The Doors,7.98,lp,7,2019-09-22,X031
AC/DC,Back in Black,8.98,lp,4,2019-09-22,X031
Pink Floyd,The Wall,14.98,lp,5,2019-09-22,X031
ZZ Top,Eliminator,9.98,cass,4,2019-12-09,X042
The Rolling Stones,Sticky Fingers,7.98,lp,5,2019-12-09,X042
Def Leppard,Hysteria,9.98,cass,4,2019-12-09,X042
U2,War,9.98,cass,3,2019-12-09,X042
The Who,Who's Next,7.98,lp,5,2019-12-09,X042
Van Halen,1984,9.98,lp,7,2019-12-09,X042
Foreigner,4,8.98,cass,2,2019-12-09,X042
The Doors,The Doors,7.98,cass,4,2019-12-09,X042
Led Zeppelin,IV (untitled),7.98,cass,4,2019-12-09,X042
AC/DC,Back in Black,8.98,lp,10,2019-12-09,X042
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,4,2019-12-09,X042
The Rolling Stones,Sticky Fingers,7.98,lp,3,2019-01-14,X012
Eagles,Hotel California,8.98,cass,10,2019-01-14,X012
Van Halen,1984,9.98,cass,4,2019-06-28,X045
Boston,Boston,8.98,lp,4,2019-06-28,X045
Pink Floyd,The Wall,14.98,lp,2,2019-06-28,X045
Def Leppard,Hysteria,9.98,lp,3,2019-03-20,X038
U2,War,9.98,cass,4,2019-03-20,X038
The Who,Who's Next,7.98,cass,2,2019-03-20,X038
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,4,2019-03-20,X038
Rush,Moving Pictures,8.98,cass,6,2019-03-20,X038
Van Halen,1984,9.98,lp,5,2019-03-20,X038
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,7,2019-03-20,X038
Aerosmith,Toys in the Attic,7.98,cass,5,2019-03-20,X038
Boston,Boston,8.98,lp,5,2019-12-07,X002
ZZ Top,Eliminator,9.98,lp,5,2019-12-07,X002
The Rolling Stones,Sticky Fingers,7.98,lp,6,2019-12-07,X002
Heart,Dreamboat Annie,7.98,lp,7,2019-12-07,X002
The Who,Who's Next,7.98,cass,2,2019-12-07,X002
Aerosmith,Toys in the Attic,7.98,cass,4,2019-12-07,X002
The Rolling Stones,Sticky Fingers,7.98,lp,8,2019-12-07,X002
The Cars,The Cars,8.98,cass,5,2019-12-07,X002
Foreigner,4,8.98,lp,4,2019-06-04,X004
AC/DC,Back in Black,8.98,lp,7,2019-06-04,X004
AC/DC,Back in Black,8.98,cass,4,2019-06-04,X004
Steve Miller Band,Fly Like an Eagle,8.98,lp,2,2019-01-19,X003
Heart,Dreamboat Annie,7.98,cass,2,2019-01-19,X003
ZZ Top,Eliminator,9.98,cass,2,2019-01-19,X003
The Beatles,Abbey Road,7.98,cass,3,2019-01-19,X003
Led Zeppelin,IV (untitled),7.98,lp,2,2019-07-01,X039
The Rolling Stones,Sticky Fingers,7.98,cass,0,2019-07-01,X039
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-07-01,X039
ZZ Top,Eliminator,9.98,cass,2,2019-07-01,X039
ZZ Top,Eliminator,9.98,lp,3,2019-07-01,X039
Aerosmith,Toys in the Attic,7.98,cass,2,2019-05-18,X012
Van Halen,1984,9.98,cass,1,2019-05-18,X012
Journey,Escape,8.98,cass,4,2019-05-18,X012
Journey,Escape,8.98,cass,3,2019-05-18,X012
Eagles,Hotel California,8.98,lp,2,2019-05-18,X012
Bad Company,Bad Company,7.98,lp,3,2019-05-18,X012
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,5,2019-08-29,X045
Queen,Night at the Opera,7.98,cass,5,2019-08-29,X045
The Who,Who's Next,7.98,cass,4,2019-08-29,X045
Van Halen,1984,9.98,cass,1,2019-03-21,X038
Foreigner,4,8.98,lp,5,2019-03-21,X038
Boston,Boston,8.98,cass,2,2019-03-21,X038
Queen,Night at the Opera,7.98,cass,5,2019-03-21,X038
AC/DC,Back in Black,8.98,cass,4,2019-03-21,X038
Def Leppard,Hysteria,9.98,lp,2,2019-02-09,X024
Queen,Night at the Opera,7.98,cass,4,2019-02-09,X024
Fleetwood Mac,Rumours,8.98,cass,4,2019-02-09,X024
Aerosmith,Toys in the Attic,7.98,cass,1,2019-02-09,X024
The Doors,The Doors,7.98,cass,0,2019-02-24,X017
Def Leppard,Hysteria,9.98,lp,2,2019-02-24,X017
ZZ Top,Eliminator,9.98,cass,2,2019-02-24,X017
Led Zeppelin,IV (untitled),7.98,cass,1,2019-02-24,X017
The Rolling Stones,Sticky Fingers,7.98,cass,6,2019-02-24,X017
The Beatles,Abbey Road,7.98,cass,1,2019-10-04,X020
Pink Floyd,The Wall,14.98,cass,3,2019-10-04,X020
Foreigner,4,8.98,cass,7,2019-10-04,X020
Fleetwood Mac,Rumours,8.98,cass,6,2019-10-04,X020
Foreigner,4,8.98,lp,6,2019-10-04,X020
AC/DC,Back in Black,8.98,lp,3,2019-10-04,X020
Aerosmith,Toys in the Attic,7.98,lp,2,2019-05-16,X019
Journey,Escape,8.98,lp,3,2019-05-16,X019
Lynyrd Skynyrd,Second Helping,7.98,lp,5,2019-05-16,X019
Led Zeppelin,IV (untitled),7.98,cass,2,2019-05-16,X019
Lynyrd Skynyrd,Second Helping,7.98,cass,6,2019-05-16,X019
The Doors,The Doors,7.98,cass,5,2019-05-16,X019
Rush,Moving Pictures,8.98,cass,5,2019-05-16,X019
Steve Miller Band,Fly Like an Eagle,8.98,cass,1,2019-05-10,X044
Led Zeppelin,IV (untitled),7.98,cass,6,2019-05-10,X044
Van Halen,1984,9.98,cass,2,2019-05-10,X044
The Cars,The Cars,8.98,lp,6,2019-05-28,X021
Eagles,Hotel California,8.98,cass,6,2019-05-28,X021
Pink Floyd,The Wall,14.98,cass,6,2019-05-28,X021
ZZ Top,Eliminator,9.98,lp,2,2019-03-04,X005
The Cars,The Cars,8.98,lp,3,2019-03-04,X005
The Rolling Stones,Sticky Fingers,7.98,lp,2,2019-03-04,X005
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,2,2019-10-19,X018
The Who,Who's Next,7.98,cass,6,2019-10-19,X018
The Beatles,Abbey Road,7.98,lp,2,2019-10-19,X018
Journey,Escape,8.98,cass,3,2019-10-19,X018
The Doors,The Doors,7.98,cass,2,2019-10-19,X018
Heart,Dreamboat Annie,7.98,cass,7,2019-10-19,X018
Pink Floyd,The Wall,14.98,lp,1,2019-08-31,X006
The Who,Who's Next,7.98,cass,2,2019-08-31,X006
Led Zeppelin,IV (untitled),7.98,cass,4,2019-09-01,X040
Heart,Dreamboat Annie,7.98,cass,4,2019-09-01,X040
Led Zeppelin,IV (untitled),7.98,lp,4,2019-09-01,X040
Boston,Boston,8.98,cass,4,2019-09-01,X040
Fleetwood Mac,Rumours,8.98,cass,5,2019-09-01,X040
The Cars,The Cars,8.98,lp,6,2019-09-01,X040
The Who,Who's Next,7.98,cass,3,2019-11-14,X040
Journey,Escape,8.98,cass,4,2019-11-14,X040
Fleetwood Mac,Rumours,8.98,cass,1,2019-11-14,X040
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,2,2019-11-14,X040
Fleetwood Mac,Rumours,8.98,cass,3,2019-11-14,X040
ZZ Top,Eliminator,9.98,cass,4,2019-07-20,X031
Def Leppard,Hysteria,9.98,cass,2,2019-07-20,X031
The Who,Who's Next,7.98,cass,3,2019-07-20,X031
Aerosmith,Toys in the Attic,7.98,lp,4,2019-07-20,X031
The Cars,The Cars,8.98,cass,6,2019-07-20,X031
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-07-20,X031
Journey,Escape,8.98,cass,1,2019-05-23,X026
Queen,Night at the Opera,7.98,cass,4,2019-05-23,X026
Heart,Dreamboat Annie,7.98,cass,2,2019-05-23,X026
The Cars,The Cars,8.98,cass,4,2019-05-23,X026
Rush,Moving Pictures,8.98,cass,5,2019-05-23,X026
ZZ Top,Eliminator,9.98,cass,3,2019-05-23,X026
Journey,Escape,8.98,cass,4,2019-05-23,X026
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-05-23,X026
The Rolling Stones,Sticky Fingers,7.98,cass,2,2019-03-26,X045
Def Leppard,Hysteria,9.98,cass,5,2019-03-26,X045
Led Zeppelin,IV (untitled),7.98,lp,6,2019-03-26,X045
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,5,2019-03-26,X045
Aerosmith,Toys in the Attic,7.98,cass,2,2019-03-26,X045
Aerosmith,Toys in the Attic,7.98,lp,3,2019-04-02,X035
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,8,2019-04-02,X035
Boston,Boston,8.98,cass,6,2019-04-02,X035
Eagles,Hotel California,8.98,lp,4,2019-04-02,X035
Boston,Boston,8.98,cass,8,2019-04-21,X003
The Who,Who's Next,7.98,cass,5,2019-05-06,X037
Led Zeppelin,IV (untitled),7.98,cass,2,2019-02-16,X024
The Cars,The Cars,8.98,cass,8,2019-02-16,X024
The Rolling Stones,Sticky Fingers,7.98,cass,10,2019-02-16,X024
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,8,2019-05-06,X038
Queen,Night at the Opera,7.98,cass,5,2019-05-06,X038
Journey,Escape,8.98,cass,6,2019-05-06,X038
Pink Floyd,The Wall,14.98,lp,3,2019-05-06,X038
The Who,Who's Next,7.98,cass,5,2019-05-06,X038
Pink Floyd,The Wall,14.98,cass,4,2019-07-07,X036
Journey,Escape,8.98,cass,3,2019-07-07,X036
ZZ Top,Eliminator,9.98,cass,6,2019-07-07,X036
Van Halen,1984,9.98,cass,2,2019-07-07,X036
The Doors,The Doors,7.98,cass,10,2019-07-07,X036
Queen,Night at the Opera,7.98,lp,5,2019-07-07,X036
Def Leppard,Hysteria,9.98,lp,5,2019-07-07,X036
Eagles,Hotel California,8.98,lp,7,2019-07-07,X036
The Who,Who's Next,7.98,lp,4,2019-10-04,X039
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,3,2019-10-04,X039
Queen,Night at the Opera,7.98,cass,4,2019-10-04,X039
The Cars,The Cars,8.98,lp,4,2019-10-04,X039
Aerosmith,Toys in the Attic,7.98,cass,5,2019-06-10,X007
Van Halen,1984,9.98,cass,6,2019-06-10,X007
Aerosmith,Toys in the Attic,7.98,lp,1,2019-06-10,X007
Pink Floyd,The Wall,14.98,cass,2,2019-06-10,X007
Boston,Boston,8.98,cass,2,2019-06-10,X007
The Cars,The Cars,8.98,cass,2,2019-06-10,X007
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-01-16,X010
Journey,Escape,8.98,lp,6,2019-01-16,X010
Led Zeppelin,IV (untitled),7.98,lp,3,2019-01-16,X010
The Cars,The Cars,8.98,cass,2,2019-01-16,X010
Aerosmith,Toys in the Attic,7.98,cass,2,2019-01-16,X010
The Rolling Stones,Sticky Fingers,7.98,cass,6,2019-01-16,X010
Eagles,Hotel California,8.98,cass,1,2019-01-16,X010
ZZ Top,Eliminator,9.98,cass,3,2019-03-17,X027
Bad Company,Bad Company,7.98,lp,2,2019-03-17,X027
Journey,Escape,8.98,lp,4,2019-03-17,X027
Queen,Night at the Opera,7.98,cass,5,2019-03-17,X027
Led Zeppelin,IV (untitled),7.98,cass,5,2019-03-17,X027
Foreigner,4,8.98,cass,7,2019-04-23,X044
Foreigner,4,8.98,cass,4,2019-04-23,X044
ZZ Top,Eliminator,9.98,lp,4,2019-04-23,X044
Eagles,Hotel California,8.98,cass,6,2019-04-23,X044
The Rolling Stones,Sticky Fingers,7.98,cass,7,2019-04-23,X044
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-04-23,X044
Aerosmith,Toys in the Attic,7.98,cass,2,2019-06-30,X035
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-06-30,X035
AC/DC,Back in Black,8.98,lp,2,2019-06-30,X035
Led Zeppelin,IV (untitled),7.98,lp,4,2019-06-30,X035
Aerosmith,Toys in the Attic,7.98,cass,4,2019-06-30,X035
Eagles,Hotel California,8.98,cass,10,2019-06-30,X035
Aerosmith,Toys in the Attic,7.98,cass,5,2019-06-30,X035
Led Zeppelin,IV (untitled),7.98,cass,5,2019-03-05,X021
The Rolling Stones,Sticky Fingers,7.98,lp,6,2019-03-05,X021
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,6,2019-03-05,X021
The Cars,The Cars,8.98,cass,5,2019-03-05,X021
U2,War,9.98,cass,3,2019-09-15,X006
Def Leppard,Hysteria,9.98,lp,4,2019-09-15,X006
AC/DC,Back in Black,8.98,cass,5,2019-09-15,X006
Pink Floyd,The Wall,14.98,cass,8,2019-09-15,X006
Van Halen,1984,9.98,lp,2,2019-09-15,X006
Lynyrd Skynyrd,Second Helping,7.98,lp,2,2019-08-27,X029
Eagles,Hotel California,8.98,cass,3,2019-08-27,X029
Steve Miller Band,Fly Like an Eagle,8.98,cass,2,2019-08-27,X029
Heart,Dreamboat Annie,7.98,cass,5,2019-08-27,X029
Foreigner,4,8.98,cass,3,2019-10-08,X003
Journey,Escape,8.98,cass,4,2019-10-08,X003
The Rolling Stones,Sticky Fingers,7.98,cass,2,2019-10-08,X003
Boston,Boston,8.98,cass,3,2019-10-08,X003
The Beatles,Abbey Road,7.98,lp,5,2019-10-08,X003
Aerosmith,Toys in the Attic,7.98,cass,5,2019-10-08,X003
AC/DC,Back in Black,8.98,cass,3,2019-12-11,X006
Pink Floyd,The Wall,14.98,cass,6,2019-12-11,X006
The Who,Who's Next,7.98,lp,4,2019-12-11,X006
Def Leppard,Hysteria,9.98,lp,4,2019-12-11,X006
Steve Miller Band,Fly Like an Eagle,8.98,lp,5,2019-12-11,X006
Pink Floyd,The Wall,14.98,cass,4,2019-12-11,X006
Queen,Night at the Opera,7.98,cass,3,2019-12-11,X006
Tom Petty & The Heartbreakers,Hard Promises,8.98,lp,4,2019-12-11,X006
The Rolling Stones,Sticky Fingers,7.98,lp,4,2019-12-11,X006
Led Zeppelin,IV (untitled),7.98,cass,4,2019-07-02,X027
Fleetwood Mac,Rumours,8.98,cass,4,2019-07-02,X027
The Rolling Stones,Sticky Fingers,7.98,cass,5,2019-07-02,X027
Heart,Dreamboat Annie,7.98,cass,4,2019-07-02,X027
The Beatles,Abbey Road,7.98,lp,6,2019-07-02,X027
The Beatles,Abbey Road,7.98,cass,3,2019-07-02,X027
Pink Floyd,The Wall,14.98,lp,4,2019-07-02,X027
Bad Company,Bad Company,7.98,cass,4,2019-07-02,X027
The Cars,The Cars,8.98,cass,5,2019-07-02,X027
ZZ Top,Eliminator,9.98,lp,2,2019-07-24,X040
U2,War,9.98,cass,6,2019-07-24,X040
Aerosmith,Toys in the Attic,7.98,cass,2,2019-07-24,X040
Pink Floyd,The Wall,14.98,cass,5,2019-03-14,X008
Boston,Boston,8.98,cass,7,2019-03-14,X008
Aerosmith,Toys in the Attic,7.98,cass,2,2019-11-09,X043
Pink Floyd,The Wall,14.98,cass,3,2019-11-09,X043
Foreigner,4,8.98,lp,4,2019-11-09,X043
The Doors,The Doors,7.98,lp,1,2019-11-09,X043
Heart,Dreamboat Annie,7.98,cass,4,2019-11-09,X043
Steve Miller Band,Fly Like an Eagle,8.98,cass,6,2019-11-09,X043
Lynyrd Skynyrd,Second Helping,7.98,cass,4,2019-11-29,X042
Journey,Escape,8.98,cass,3,2019-11-29,X042
Queen,Night at the Opera,7.98,cass,3,2019-11-29,X042
Bad Company,Bad Company,7.98,lp,1,2019-11-29,X042
AC/DC,Back in Black,8.98,cass,1,2019-11-29,X042
Aerosmith,Toys in the Attic,7.98,cass,4,2019-11-29,X042
The Rolling Stones,Sticky Fingers,7.98,cass,4,2019-05-18,X038
Journey,Escape,8.98,cass,2,2019-05-18,X038
Foreigner,4,8.98,cass,2,2019-05-18,X038
Fleetwood Mac,Rumours,8.98,cass,3,2019-05-18,X038
The Cars,The Cars,8.98,cass,2,2019-11-30,X007
Tom Petty & The Heartbreakers,Hard Promises,8.98,cass,7,2019-11-30,X007
Bad Company,Bad Company,7.98,cass,3,2019-11-30,X007
Led Zeppelin,IV (untitled),7.98,lp,3,2019-11-30,X007
Boston,Boston,8.98,lp,5,2019-11-30,X007
Foreigner,4,8.98,lp,5,2019-11-30,X007
Pink Floyd,The Wall,14.98,cass,2,2019-11-30,X007
Heart,Dreamboat Annie,7.98,cass,7,2019-11-30,X007
The Doors,The Doors,7.98,lp,10,2019-04-14,X034
Aerosmith,Toys in the Attic,7.98,lp,3,2019-04-14,X034
Foreigner,4,8.98,cass,1,2019-04-14,X034
The Beatles,Abbey Road,7.98,lp,1,2019-04-14,X034
Def Leppard,Hysteria,9.98,cass,3,2019-04-14,X034
The Rolling Stones,Sticky Fingers,7.98,cass,3,2019-06-14,X018
AC/DC,Back in Black,8.98,cass,9,2019-06-14,X018
Steve Miller Band,Fly Like an Eagle,8.98,lp,3,2019-06-14,X018
Heart,Dreamboat Annie,7.98,cass,4,2019-06-14,X018
The Rolling Stones,Sticky Fingers,7.98,lp,6,2019-04-08,X033
Journey,Escape,8.98,lp,4,2019-04-08,X033
Boston,Boston,8.98,cass,3,2019-04-08,X033
Led Zeppelin,IV (untitled),7.98,cass,3,2019-04-08,X033
Bad Company,Bad Company,7.98,lp,5,2019-04-08,X033
